   Elapsed time	    ECG
       0:33.170	  0.230
       0:33.180	  0.225
       0:33.190	  0.195
       0:33.200	  0.170
       0:33.210	  0.130
       0:33.220	  0.090
       0:33.230	  0.055
       0:33.240	  0.040
       0:33.250	  0.020
       0:33.260	  0.010
       0:33.270	  0.010
       0:33.280	  0.005
       0:33.290	  0.015
       0:33.300	  0.010
       0:33.310	  0.010
       0:33.320	  0.000
       0:33.330	  0.000
       0:33.340	  0.000
       0:33.350	  0.000
       0:33.360	 -0.015
       0:33.370	 -0.020
       0:33.380	 -0.030
       0:33.390	 -0.035
       0:33.400	 -0.045
       0:33.410	 -0.045
       0:33.420	 -0.055
       0:33.430	 -0.040
       0:33.440	 -0.055
       0:33.450	 -0.050
       0:33.460	 -0.055
       0:33.470	 -0.040
       0:33.480	 -0.065
       0:33.490	 -0.060
       0:33.500	 -0.060
       0:33.510	 -0.050
       0:33.520	 -0.070
       0:33.530	 -0.065
       0:33.540	 -0.070
       0:33.550	 -0.055
       0:33.560	 -0.080
       0:33.570	 -0.065
       0:33.580	 -0.085
       0:33.590	 -0.060
       0:33.600	 -0.085
       0:33.610	 -0.075
       0:33.620	 -0.095
       0:33.630	 -0.065
       0:33.640	 -0.045
       0:33.650	  0.005
       0:33.660	  0.050
       0:33.670	  0.065
       0:33.680	  0.165
       0:33.690	  0.170
       0:33.700	  0.095
       0:33.710	  0.025
       0:33.720	 -0.040
       0:33.730	 -0.035
       0:33.740	 -0.170
       0:33.750	 -0.170
       0:33.760	 -0.200
       0:33.770	 -0.170
       0:33.780	 -0.195
       0:33.790	 -0.135
       0:33.800	  0.265
       0:33.810	  1.065
       0:33.820	  1.555
       0:33.830	  0.070
       0:33.840	 -0.695
       0:33.850	 -0.655
       0:33.860	 -0.415
       0:33.870	 -0.170
       0:33.880	 -0.160
       0:33.890	 -0.145
       0:33.900	 -0.145
       0:33.910	 -0.125
       0:33.920	 -0.140
       0:33.930	 -0.100
       0:33.940	 -0.110
       0:33.950	 -0.080
       0:33.960	 -0.065
       0:33.970	 -0.020
       0:33.980	 -0.015
       0:33.990	  0.015
       0:34.000	  0.025
       0:34.010	  0.065
       0:34.020	  0.105
       0:34.030	  0.125
       0:34.040	  0.160
       0:34.050	  0.180
       0:34.060	  0.200
       0:34.070	  0.230
       0:34.080	  0.205
       0:34.090	  0.230
       0:34.100	  0.215
       0:34.110	  0.205
       0:34.120	  0.165
       0:34.130	  0.150
       0:34.140	  0.090
       0:34.150	  0.060
       0:34.160	  0.030
       0:34.170	  0.015
       0:34.180	  0.015
       0:34.190	  0.000
       0:34.200	  0.000
       0:34.210	  0.000
       0:34.220	 -0.010
       0:34.230	  0.005
       0:34.240	 -0.005
       0:34.250	  0.000
       0:34.260	 -0.025
       0:34.270	 -0.025
       0:34.280	 -0.030
       0:34.290	 -0.040
       0:34.300	 -0.040
       0:34.310	 -0.045
       0:34.320	 -0.055
       0:34.330	 -0.055
       0:34.340	 -0.060
       0:34.350	 -0.055
       0:34.360	 -0.065
       0:34.370	 -0.070
       0:34.380	 -0.070
       0:34.390	 -0.080
       0:34.400	 -0.080
       0:34.410	 -0.075
       0:34.420	 -0.080
       0:34.430	 -0.085
       0:34.440	 -0.095
       0:34.450	 -0.080
       0:34.460	 -0.085
       0:34.470	 -0.100
       0:34.480	 -0.085
       0:34.490	 -0.090
       0:34.500	 -0.100
       0:34.510	 -0.100
       0:34.520	 -0.100
       0:34.530	 -0.025
       0:34.540	  0.015
       0:34.550	  0.020
       0:34.560	  0.080
       0:34.570	  0.185
       0:34.580	  0.120
       0:34.590	  0.055
       0:34.600	 -0.015
       0:34.610	 -0.025
       0:34.620	 -0.145
       0:34.630	 -0.170
       0:34.640	 -0.200
       0:34.650	 -0.195
       0:34.660	 -0.190
       0:34.670	 -0.235
       0:34.680	  0.060
       0:34.690	  0.730
       0:34.700	  1.305
       0:34.710	  0.725
       0:34.720	 -0.235
       0:34.730	 -0.720
       0:34.740	 -0.615
       0:34.750	 -0.330
       0:34.760	 -0.180
       0:34.770	 -0.155
       0:34.780	 -0.160
       0:34.790	 -0.135
       0:34.800	 -0.140
       0:34.810	 -0.110
       0:34.820	 -0.100
       0:34.830	 -0.080
       0:34.840	 -0.065
       0:34.850	 -0.040
       0:34.860	 -0.010
       0:34.870	  0.010
       0:34.880	  0.030
       0:34.890	  0.050
       0:34.900	  0.075
       0:34.910	  0.125
       0:34.920	  0.150
       0:34.930	  0.170
       0:34.940	  0.195
       0:34.950	  0.215
       0:34.960	  0.215
       0:34.970	  0.235
       0:34.980	  0.220
       0:34.990	  0.225
       0:35.000	  0.190
       0:35.010	  0.145
       0:35.020	  0.125
       0:35.030	  0.085
       0:35.040	  0.065
       0:35.050	  0.005
       0:35.060	 -0.005
       0:35.070	  0.000
       0:35.080	  0.010
       0:35.090	  0.005
       0:35.100	 -0.005
       0:35.110	 -0.030
       0:35.120	 -0.025
       0:35.130	 -0.010
       0:35.140	 -0.015
       0:35.150	 -0.015
       0:35.160	 -0.045
       0:35.170	 -0.040
       0:35.180	 -0.030
       0:35.190	 -0.045
       0:35.200	 -0.065
       0:35.210	 -0.075
       0:35.220	 -0.060
       0:35.230	 -0.060
       0:35.240	 -0.080
       0:35.250	 -0.075
       0:35.260	 -0.085
       0:35.270	 -0.065
       0:35.280	 -0.080
       0:35.290	 -0.090
       0:35.300	 -0.085
       0:35.310	 -0.065
       0:35.320	 -0.090
       0:35.330	 -0.085
       0:35.340	 -0.100
       0:35.350	 -0.090
       0:35.360	 -0.090
       0:35.370	 -0.090
       0:35.380	 -0.095
       0:35.390	 -0.030
       0:35.400	  0.040
       0:35.410	  0.035
       0:35.420	  0.085
       0:35.430	  0.200
       0:35.440	  0.145
       0:35.450	  0.050
       0:35.460	 -0.010
       0:35.470	 -0.025
       0:35.480	 -0.130
       0:35.490	 -0.150
       0:35.500	 -0.200
       0:35.510	 -0.190
       0:35.520	 -0.170
       0:35.530	 -0.215
       0:35.540	  0.065
       0:35.550	  0.830
       0:35.560	  1.440
       0:35.570	  0.705
       0:35.580	 -0.320
       0:35.590	 -0.775
       0:35.600	 -0.610
       0:35.610	 -0.325
       0:35.620	 -0.180
       0:35.630	 -0.145
       0:35.640	 -0.155
       0:35.650	 -0.130
       0:35.660	 -0.130
       0:35.670	 -0.120
       0:35.680	 -0.100
       0:35.690	 -0.075
       0:35.700	 -0.075
       0:35.710	 -0.035
       0:35.720	 -0.035
       0:35.730	  0.005
       0:35.740	  0.030
       0:35.750	  0.050
       0:35.760	  0.070
       0:35.770	  0.125
       0:35.780	  0.150
       0:35.790	  0.205
       0:35.800	  0.200
       0:35.810	  0.215
       0:35.820	  0.235
       0:35.830	  0.225
       0:35.840	  0.235
       0:35.850	  0.205
       0:35.860	  0.190
       0:35.870	  0.150
       0:35.880	  0.095
       0:35.890	  0.075
       0:35.900	  0.035
       0:35.910	  0.015
       0:35.920	  0.000
       0:35.930	 -0.015
       0:35.940	 -0.005
       0:35.950	 -0.015
       0:35.960	 -0.020
       0:35.970	  0.000
       0:35.980	 -0.015
       0:35.990	 -0.010
       0:36.000	 -0.020
       0:36.010	 -0.025
       0:36.020	 -0.035
       0:36.030	 -0.020
       0:36.040	 -0.040
       0:36.050	 -0.055
       0:36.060	 -0.055
       0:36.070	 -0.055
       0:36.080	 -0.060
       0:36.090	 -0.070
       0:36.100	 -0.065
       0:36.110	 -0.070
       0:36.120	 -0.065
       0:36.130	 -0.065
       0:36.140	 -0.085
       0:36.150	 -0.065
       0:36.160	 -0.075
       0:36.170	 -0.095
       0:36.180	 -0.095
       0:36.190	 -0.090
       0:36.200	 -0.085
       0:36.210	 -0.100
       0:36.220	 -0.085
       0:36.230	 -0.075
       0:36.240	 -0.025
       0:36.250	  0.020
       0:36.260	  0.030
       0:36.270	  0.085
       0:36.280	  0.195
       0:36.290	  0.145
       0:36.300	  0.045
       0:36.310	 -0.015
       0:36.320	 -0.040
       0:36.330	 -0.135
       0:36.340	 -0.200
       0:36.350	 -0.220
       0:36.360	 -0.200
       0:36.370	 -0.205
       0:36.380	 -0.260
       0:36.390	  0.040
       0:36.400	  0.775
       0:36.410	  1.440
       0:36.420	  0.905
       0:36.430	 -0.280
       0:36.440	 -0.790
       0:36.450	 -0.600
       0:36.460	 -0.315
       0:36.470	 -0.170
       0:36.480	 -0.165
       0:36.490	 -0.160
       0:36.500	 -0.140
       0:36.510	 -0.140
       0:36.520	 -0.135
       0:36.530	 -0.125
       0:36.540	 -0.090
       0:36.550	 -0.075
       0:36.560	 -0.040
       0:36.570	 -0.030
       0:36.580	  0.005
       0:36.590	  0.025
       0:36.600	  0.040
       0:36.610	  0.085
       0:36.620	  0.115
       0:36.630	  0.155
       0:36.640	  0.200
       0:36.650	  0.220
       0:36.660	  0.230
       0:36.670	  0.240
       0:36.680	  0.250
       0:36.690	  0.260
       0:36.700	  0.245
       0:36.710	  0.200
       0:36.720	  0.160
       0:36.730	  0.115
       0:36.740	  0.070
       0:36.750	  0.040
       0:36.760	  0.010
       0:36.770	  0.000
       0:36.780	 -0.005
       0:36.790	 -0.010
       0:36.800	 -0.015
       0:36.810	  0.000
       0:36.820	  0.000
       0:36.830	 -0.005
       0:36.840	 -0.015
       0:36.850	 -0.005
       0:36.860	 -0.015
       0:36.870	 -0.025
       0:36.880	 -0.035
       0:36.890	 -0.035
       0:36.900	 -0.045
       0:36.910	 -0.050
       0:36.920	 -0.060
       0:36.930	 -0.060
       0:36.940	 -0.075
       0:36.950	 -0.060
       0:36.960	 -0.080
       0:36.970	 -0.070
       0:36.980	 -0.075
       0:36.990	 -0.075
       0:37.000	 -0.095
       0:37.010	 -0.075
       0:37.020	 -0.090
       0:37.030	 -0.080
       0:37.040	 -0.095
       0:37.050	 -0.080
       0:37.060	 -0.095
       0:37.070	 -0.080
       0:37.080	 -0.100
       0:37.090	 -0.090
       0:37.100	 -0.065
       0:37.110	  0.000
       0:37.120	  0.040
       0:37.130	  0.045
       0:37.140	  0.160
       0:37.150	  0.150
       0:37.160	  0.070
       0:37.170	  0.020
       0:37.180	 -0.040
       0:37.190	 -0.065
       0:37.200	 -0.190
       0:37.210	 -0.185
       0:37.220	 -0.200
       0:37.230	 -0.190
       0:37.240	 -0.220
       0:37.250	 -0.155
       0:37.260	  0.295
       0:37.270	  1.220
       0:37.280	  1.710
       0:37.290	  0.065
       0:37.300	 -0.730
       0:37.310	 -0.630
       0:37.320	 -0.395
       0:37.330	 -0.150
       0:37.340	 -0.170
       0:37.350	 -0.155
       0:37.360	 -0.165
       0:37.370	 -0.140
       0:37.380	 -0.140
       0:37.390	 -0.110
       0:37.400	 -0.105
       0:37.410	 -0.075
       0:37.420	 -0.065
       0:37.430	 -0.030
       0:37.440	 -0.020
       0:37.450	  0.010
       0:37.460	  0.035
       0:37.470	  0.075
       0:37.480	  0.100
       0:37.490	  0.145
       0:37.500	  0.170
       0:37.510	  0.200
       0:37.520	  0.210
       0:37.530	  0.220
       0:37.540	  0.220
       0:37.550	  0.230
       0:37.560	  0.220
       0:37.570	  0.205
       0:37.580	  0.165
       0:37.590	  0.135
       0:37.600	  0.095
       0:37.610	  0.055
       0:37.620	  0.025
       0:37.630	  0.010
       0:37.640	  0.005
       0:37.650	  0.000
       0:37.660	 -0.005
       0:37.670	  0.000
       0:37.680	  0.005
       0:37.690	  0.005
       0:37.700	  0.000
       0:37.710	  0.000
       0:37.720	 -0.005
       0:37.730	 -0.015
       0:37.740	 -0.020
       0:37.750	 -0.030
       0:37.760	 -0.030
       0:37.770	 -0.040
       0:37.780	 -0.045
       0:37.790	 -0.055
       0:37.800	 -0.055
       0:37.810	 -0.060
       0:37.820	 -0.060
       0:37.830	 -0.065
       0:37.840	 -0.065
       0:37.850	 -0.075
       0:37.860	 -0.070
       0:37.870	 -0.080
       0:37.880	 -0.075
       0:37.890	 -0.085
       0:37.900	 -0.075
       0:37.910	 -0.085
       0:37.920	 -0.080
       0:37.930	 -0.090
       0:37.940	 -0.095
       0:37.950	 -0.105
       0:37.960	 -0.095
       0:37.970	 -0.105
       0:37.980	 -0.100
       0:37.990	 -0.070
       0:38.000	 -0.005
       0:38.010	  0.030
       0:38.020	  0.020
       0:38.030	  0.110
       0:38.040	  0.150
       0:38.050	  0.105
       0:38.060	  0.020
       0:38.070	 -0.035
       0:38.080	 -0.040
       0:38.090	 -0.160
       0:38.100	 -0.190
       0:38.110	 -0.200
       0:38.120	 -0.185
       0:38.130	 -0.190
       0:38.140	 -0.225
       0:38.150	  0.085
       0:38.160	  0.915
       0:38.170	  1.560
       0:38.180	  0.550
       0:38.190	 -0.500
       0:38.200	 -0.695
       0:38.210	 -0.440
       0:38.220	 -0.180
       0:38.230	 -0.170
       0:38.240	 -0.160
       0:38.250	 -0.155
       0:38.260	 -0.135
       0:38.270	 -0.135
       0:38.280	 -0.120
       0:38.290	 -0.110
       0:38.300	 -0.085
       0:38.310	 -0.065
       0:38.320	 -0.040
       0:38.330	 -0.020
       0:38.340	  0.005
       0:38.350	  0.025
       0:38.360	  0.060
       0:38.370	  0.085
       0:38.380	  0.120
       0:38.390	  0.155
       0:38.400	  0.180
       0:38.410	  0.195
       0:38.420	  0.205
       0:38.430	  0.195
       0:38.440	  0.210
       0:38.450	  0.210
       0:38.460	  0.200
       0:38.470	  0.175
       0:38.480	  0.155
       0:38.490	  0.110
       0:38.500	  0.075
       0:38.510	  0.050
       0:38.520	  0.025
       0:38.530	  0.010
       0:38.540	  0.010
       0:38.550	  0.000
       0:38.560	  0.000
       0:38.570	  0.010
       0:38.580	  0.005
       0:38.590	  0.000
       0:38.600	  0.000
       0:38.610	 -0.010
       0:38.620	 -0.020
       0:38.630	 -0.020
       0:38.640	 -0.025
       0:38.650	 -0.020
       0:38.660	 -0.035
       0:38.670	 -0.040
       0:38.680	 -0.045
       0:38.690	 -0.055
       0:38.700	 -0.060
       0:38.710	 -0.060
       0:38.720	 -0.065
       0:38.730	 -0.065
       0:38.740	 -0.075
       0:38.750	 -0.065
       0:38.760	 -0.080
       0:38.770	 -0.070
       0:38.780	 -0.075
       0:38.790	 -0.065
       0:38.800	 -0.075
       0:38.810	 -0.085
       0:38.820	 -0.085
       0:38.830	 -0.070
       0:38.840	 -0.085
       0:38.850	 -0.080
       0:38.860	 -0.095
       0:38.870	 -0.070
       0:38.880	 -0.095
       0:38.890	 -0.080
       0:38.900	 -0.055
       0:38.910	  0.000
       0:38.920	  0.030
       0:38.930	  0.050
       0:38.940	  0.150
       0:38.950	  0.165
       0:38.960	  0.115
       0:38.970	  0.035
       0:38.980	 -0.030
       0:38.990	 -0.045
       0:39.000	 -0.165
       0:39.010	 -0.165
       0:39.020	 -0.185
       0:39.030	 -0.175
       0:39.040	 -0.200
       0:39.050	 -0.180
       0:39.060	  0.175
       0:39.070	  0.960
       0:39.080	  1.480
       0:39.090	  0.235
       0:39.100	 -0.550
       0:39.110	 -0.675
       0:39.120	 -0.455
       0:39.130	 -0.190
       0:39.140	 -0.170
       0:39.150	 -0.145
       0:39.160	 -0.165
       0:39.170	 -0.125
       0:39.180	 -0.130
       0:39.190	 -0.100
       0:39.200	 -0.100
       0:39.210	 -0.080
       0:39.220	 -0.075
       0:39.230	 -0.040
       0:39.240	 -0.030
       0:39.250	  0.005
       0:39.260	  0.015
       0:39.270	  0.055
       0:39.280	  0.070
       0:39.290	  0.105
       0:39.300	  0.125
       0:39.310	  0.160
       0:39.320	  0.175
       0:39.330	  0.190
       0:39.340	  0.180
       0:39.350	  0.200
       0:39.360	  0.210
       0:39.370	  0.195
       0:39.380	  0.165
       0:39.390	  0.155
       0:39.400	  0.110
       0:39.410	  0.080
       0:39.420	  0.035
       0:39.430	  0.035
       0:39.440	  0.025
       0:39.450	  0.015
       0:39.460	  0.000
       0:39.470	  0.000
       0:39.480	  0.000
       0:39.490	  0.005
       0:39.500	  0.000
       0:39.510	 -0.005
       0:39.520	 -0.010
       0:39.530	 -0.020
       0:39.540	 -0.015
       0:39.550	 -0.035
       0:39.560	 -0.045
       0:39.570	 -0.045
       0:39.580	 -0.045
       0:39.590	 -0.040
       0:39.600	 -0.060
       0:39.610	 -0.075
       0:39.620	 -0.065
       0:39.630	 -0.060
       0:39.640	 -0.065
       0:39.650	 -0.070
       0:39.660	 -0.070
       0:39.670	 -0.080
       0:39.680	 -0.070
       0:39.690	 -0.070
       0:39.700	 -0.075
       0:39.710	 -0.090
       0:39.720	 -0.090
       0:39.730	 -0.075
       0:39.740	 -0.090
       0:39.750	 -0.080
       0:39.760	 -0.100
       0:39.770	 -0.085
       0:39.780	 -0.090
       0:39.790	 -0.075
       0:39.800	 -0.115
       0:39.810	 -0.090
       0:39.820	 -0.070
       0:39.830	 -0.020
       0:39.840	  0.015
       0:39.850	  0.025
       0:39.860	  0.130
       0:39.870	  0.170
       0:39.880	  0.095
       0:39.890	  0.015
       0:39.900	 -0.040
       0:39.910	 -0.055
       0:39.920	 -0.185
       0:39.930	 -0.185
       0:39.940	 -0.205
       0:39.950	 -0.175
       0:39.960	 -0.220
       0:39.970	 -0.165
       0:39.980	  0.245
       0:39.990	  1.005
       0:40.000	  1.455
       0:40.010	  0.175
       0:40.020	 -0.560
       0:40.030	 -0.705
       0:40.040	 -0.500
       0:40.050	 -0.230
       0:40.060	 -0.185
       0:40.070	 -0.155
       0:40.080	 -0.155
       0:40.090	 -0.135
       0:40.100	 -0.145
       0:40.110	 -0.110
       0:40.120	 -0.105
       0:40.130	 -0.075
       0:40.140	 -0.075
       0:40.150	 -0.035
       0:40.160	 -0.035
       0:40.170	  0.000
       0:40.180	  0.015
       0:40.190	  0.055
       0:40.200	  0.070
       0:40.210	  0.105
       0:40.220	  0.125
       0:40.230	  0.155
       0:40.240	  0.160
       0:40.250	  0.185
       0:40.260	  0.195
       0:40.270	  0.210
       0:40.280	  0.195
       0:40.290	  0.175
       0:40.300	  0.160
       0:40.310	  0.135
       0:40.320	  0.100
       0:40.330	  0.060
       0:40.340	  0.035
       0:40.350	  0.015
       0:40.360	  0.010
       0:40.370	 -0.005
       0:40.380	 -0.010
       0:40.390	 -0.005
       0:40.400	  0.000
       0:40.410	  0.000
       0:40.420	 -0.015
       0:40.430	 -0.015
       0:40.440	 -0.020
       0:40.450	 -0.035
       0:40.460	 -0.045
       0:40.470	 -0.050
       0:40.480	 -0.045
       0:40.490	 -0.060
       0:40.500	 -0.070
       0:40.510	 -0.080
       0:40.520	 -0.070
       0:40.530	 -0.075
       0:40.540	 -0.080
       0:40.550	 -0.085
       0:40.560	 -0.085
       0:40.570	 -0.090
       0:40.580	 -0.085
       0:40.590	 -0.085
       0:40.600	 -0.095
       0:40.610	 -0.100
       0:40.620	 -0.090
       0:40.630	 -0.100
       0:40.640	 -0.095
       0:40.650	 -0.105
       0:40.660	 -0.100
       0:40.670	 -0.100
       0:40.680	 -0.100
       0:40.690	 -0.110
       0:40.700	 -0.095
       0:40.710	 -0.055
       0:40.720	  0.010
       0:40.730	  0.020
       0:40.740	  0.055
       0:40.750	  0.170
       0:40.760	  0.120
       0:40.770	  0.040
       0:40.780	 -0.020
       0:40.790	 -0.040
       0:40.800	 -0.130
       0:40.810	 -0.200
       0:40.820	 -0.195
       0:40.830	 -0.200
       0:40.840	 -0.195
       0:40.850	 -0.245
       0:40.860	  0.000
       0:40.870	  0.645
       0:40.880	  1.300
       0:40.890	  0.990
       0:40.900	 -0.205
       0:40.910	 -0.735
       0:40.920	 -0.560
       0:40.930	 -0.300
       0:40.940	 -0.160
       0:40.950	 -0.160
       0:40.960	 -0.140
       0:40.970	 -0.140
       0:40.980	 -0.125
       0:40.990	 -0.115
       0:41.000	 -0.095
       0:41.010	 -0.085
       0:41.020	 -0.060
       0:41.030	 -0.045
       0:41.040	 -0.020
       0:41.050	  0.000
       0:41.060	  0.030
       0:41.070	  0.050
       0:41.080	  0.085
       0:41.090	  0.115
       0:41.100	  0.145
       0:41.110	  0.175
       0:41.120	  0.200
       0:41.130	  0.205
       0:41.140	  0.210
       0:41.150	  0.220
       0:41.160	  0.220
       0:41.170	  0.210
       0:41.180	  0.185
       0:41.190	  0.150
       0:41.200	  0.105
       0:41.210	  0.070
       0:41.220	  0.040
       0:41.230	  0.020
       0:41.240	  0.005
       0:41.250	  0.000
       0:41.260	  0.000
       0:41.270	 -0.005
       0:41.280	  0.000
       0:41.290	 -0.005
       0:41.300	  0.000
       0:41.310	  0.000
       0:41.320	  0.000
       0:41.330	 -0.010
       0:41.340	 -0.015
       0:41.350	 -0.025
       0:41.360	 -0.030
       0:41.370	 -0.035
       0:41.380	 -0.040
       0:41.390	 -0.050
       0:41.400	 -0.050
       0:41.410	 -0.055
       0:41.420	 -0.060
       0:41.430	 -0.070
       0:41.440	 -0.065
       0:41.450	 -0.075
       0:41.460	 -0.065
       0:41.470	 -0.070
       0:41.480	 -0.065
       0:41.490	 -0.080
       0:41.500	 -0.070
       0:41.510	 -0.080
       0:41.520	 -0.075
       0:41.530	 -0.085
       0:41.540	 -0.075
       0:41.550	 -0.085
       0:41.560	 -0.080
       0:41.570	 -0.085
       0:41.580	 -0.075
       0:41.590	 -0.095
       0:41.600	 -0.080
       0:41.610	 -0.095
       0:41.620	 -0.080
       0:41.630	 -0.095
       0:41.640	 -0.085
       0:41.650	 -0.105
       0:41.660	 -0.085
       0:41.670	 -0.070
       0:41.680	 -0.010
       0:41.690	  0.025
       0:41.700	  0.030
       0:41.710	  0.110
       0:41.720	  0.150
       0:41.730	  0.095
       0:41.740	  0.020
       0:41.750	 -0.035
       0:41.760	 -0.030
       0:41.770	 -0.165
       0:41.780	 -0.180
       0:41.790	 -0.190
       0:41.800	 -0.165
       0:41.810	 -0.200
       0:41.820	 -0.190
       0:41.830	  0.180
       0:41.840	  1.085
       0:41.850	  1.640
       0:41.860	  0.190
       0:41.870	 -0.640
       0:41.880	 -0.625
       0:41.890	 -0.390
       0:41.900	 -0.150
       0:41.910	 -0.160
       0:41.920	 -0.140
       0:41.930	 -0.150
       0:41.940	 -0.130
       0:41.950	 -0.135
       0:41.960	 -0.105
       0:41.970	 -0.115
       0:41.980	 -0.075
       0:41.990	 -0.070
       0:42.000	 -0.030
       0:42.010	 -0.015
       0:42.020	  0.015
       0:42.030	  0.030
       0:42.040	  0.060
       0:42.050	  0.085
       0:42.060	  0.125
       0:42.070	  0.150
       0:42.080	  0.185
       0:42.090	  0.195
       0:42.100	  0.210
       0:42.110	  0.205
       0:42.120	  0.210
       0:42.130	  0.205
       0:42.140	  0.200
       0:42.150	  0.170
       0:42.160	  0.145
       0:42.170	  0.110
       0:42.180	  0.080
       0:42.190	  0.050
       0:42.200	  0.025
       0:42.210	  0.015
       0:42.220	  0.010
       0:42.230	  0.010
       0:42.240	  0.015
       0:42.250	  0.010
       0:42.260	  0.015
       0:42.270	  0.015
       0:42.280	  0.015
       0:42.290	  0.005
       0:42.300	  0.000
       0:42.310	  0.000
       0:42.320	 -0.005
       0:42.330	 -0.015
       0:42.340	 -0.020
       0:42.350	 -0.030
       0:42.360	 -0.025
       0:42.370	 -0.035
       0:42.380	 -0.035
       0:42.390	 -0.040
       0:42.400	 -0.040
       0:42.410	 -0.045
       0:42.420	 -0.045
       0:42.430	 -0.055
       0:42.440	 -0.055
       0:42.450	 -0.060
       0:42.460	 -0.055
       0:42.470	 -0.060
       0:42.480	 -0.055
       0:42.490	 -0.065
       0:42.500	 -0.065
       0:42.510	 -0.065
       0:42.520	 -0.065
       0:42.530	 -0.070
       0:42.540	 -0.060
       0:42.550	 -0.075
       0:42.560	 -0.065
       0:42.570	 -0.075
       0:42.580	 -0.065
       0:42.590	 -0.075
       0:42.600	 -0.070
       0:42.610	 -0.080
       0:42.620	 -0.065
       0:42.630	 -0.080
       0:42.640	 -0.070
       0:42.650	 -0.080
       0:42.660	 -0.080
       0:42.670	 -0.065
       0:42.680	 -0.010
       0:42.690	  0.035
       0:42.700	  0.040
       0:42.710	  0.105
       0:42.720	  0.180
       0:42.730	  0.120
       0:42.740	  0.030
       0:42.750	 -0.025
       0:42.760	 -0.020
       0:42.770	 -0.145
       0:42.780	 -0.180
       0:42.790	 -0.190
       0:42.800	 -0.185
       0:42.810	 -0.190
       0:42.820	 -0.205
       0:42.830	  0.120
       0:42.840	  0.900
       0:42.850	  1.440
       0:42.860	  0.320
       0:42.870	 -0.530
       0:42.880	 -0.675
       0:42.890	 -0.455
       0:42.900	 -0.190
       0:42.910	 -0.170
       0:42.920	 -0.155
       0:42.930	 -0.155
       0:42.940	 -0.135
       0:42.950	 -0.145
       0:42.960	 -0.120
       0:42.970	 -0.110
       0:42.980	 -0.075
       0:42.990	 -0.065
       0:43.000	 -0.035
       0:43.010	 -0.030
       0:43.020	  0.010
       0:43.030	  0.025
       0:43.040	  0.060
       0:43.050	  0.075
       0:43.060	  0.110
       0:43.070	  0.145
       0:43.080	  0.170
       0:43.090	  0.185
       0:43.100	  0.195
       0:43.110	  0.200
       0:43.120	  0.215
       0:43.130	  0.200
       0:43.140	  0.205
       0:43.150	  0.190
       0:43.160	  0.160
       0:43.170	  0.110
       0:43.180	  0.080
       0:43.190	  0.055
       0:43.200	  0.030
       0:43.210	  0.015
       0:43.220	  0.010
       0:43.230	 -0.010
       0:43.240	  0.010
       0:43.250	  0.010
       0:43.260	  0.000
       0:43.270	 -0.005
       0:43.280	  0.000
       0:43.290	  0.000
       0:43.300	  0.000
       0:43.310	 -0.020
       0:43.320	 -0.030
       0:43.330	 -0.030
       0:43.340	 -0.035
       0:43.350	 -0.050
       0:43.360	 -0.040
       0:43.370	 -0.045
       0:43.380	 -0.060
       0:43.390	 -0.060
       0:43.400	 -0.050
       0:43.410	 -0.055
       0:43.420	 -0.050
       0:43.430	 -0.065
       0:43.440	 -0.055
       0:43.450	 -0.060
       0:43.460	 -0.060
       0:43.470	 -0.055
       0:43.480	 -0.070
       0:43.490	 -0.075
       0:43.500	 -0.065
       0:43.510	 -0.075
       0:43.520	 -0.075
       0:43.530	 -0.085
       0:43.540	 -0.070
       0:43.550	 -0.070
       0:43.560	 -0.070
       0:43.570	 -0.100
       0:43.580	 -0.055
       0:43.590	 -0.090
       0:43.600	 -0.075
       0:43.610	 -0.065
       0:43.620	 -0.025
       0:43.630	  0.025
       0:43.640	  0.050
       0:43.650	  0.120
       0:43.660	  0.210
       0:43.670	  0.125
       0:43.680	  0.045
       0:43.690	 -0.030
       0:43.700	 -0.025
       0:43.710	 -0.160
       0:43.720	 -0.170
       0:43.730	 -0.195
       0:43.740	 -0.160
       0:43.750	 -0.200
       0:43.760	 -0.170
       0:43.770	  0.215
       0:43.780	  0.915
       0:43.790	  1.395
       0:43.800	  0.320
       0:43.810	 -0.405
       0:43.820	 -0.700
       0:43.830	 -0.545
       0:43.840	 -0.245
       0:43.850	 -0.160
       0:43.860	 -0.125
       0:43.870	 -0.150
       0:43.880	 -0.110
       0:43.890	 -0.140
       0:43.900	 -0.095
       0:43.910	 -0.085
       0:43.920	 -0.055
       0:43.930	 -0.060
       0:43.940	 -0.015
       0:43.950	 -0.010
       0:43.960	  0.030
       0:43.970	  0.040
       0:43.980	  0.045
       0:43.990	  0.095
       0:44.000	  0.130
       0:44.010	  0.125
       0:44.020	  0.185
       0:44.030	  0.190
       0:44.040	  0.205
       0:44.050	  0.200
       0:44.060	  0.210
       0:44.070	  0.220
       0:44.080	  0.215
       0:44.090	  0.190
       0:44.100	  0.150
       0:44.110	  0.120
       0:44.120	  0.080
       0:44.130	  0.055
       0:44.140	  0.040
       0:44.150	  0.020
       0:44.160	  0.000
       0:44.170	 -0.010
       0:44.180	  0.000
       0:44.190	  0.005
       0:44.200	 -0.010
       0:44.210	 -0.010
       0:44.220	 -0.005
       0:44.230	 -0.005
       0:44.240	 -0.020
       0:44.250	 -0.025
